unique farmer ID,crop,country,community,year,indicator,bin,value
JM96qgp,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,476.81
JN31kwh,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,694.88
JN63agv,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,849.84
JN73ucq,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1498.56
JN92bdo,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,3249.52
JQ55zcc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,281.48
JQ73pgt,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,341.74
JS05pof,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,329.54
JS32pvs,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,139.40
JS47coi,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1191.36
JS58pml,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,282.48
JT60lwz,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,273.65
JU24wtj,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,948.56
JU46jqv,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1029.36
JV22fon,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1147.84
JW81yzc,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,623.22
JZ35nob,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1451.76
JZ44biu,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,392.67
JZ53txu,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,985.15
KB15rjx,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,290.88
KC26kbo,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,206.88
KC77oyl,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,605.27
KD64ark,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,62.72
KD69fsx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,173.21
KD72uiu,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$1000-1499,1000.31
KD95rtp,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,240.88
KE00fnd,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,508.40
KE62xip,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,344.64
KF05hyk,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,720.00
KF89xgr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,461.52
KG62ipx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,143.98
KH81hpe,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,409.78
KL21cgn,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,11.68
KN36vve,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,142.07
KO02dag,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,40.96
KO68prb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1295.92
KP14xmh,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,0.00
KQ27jhv,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,465.99
KS59ubl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,961.92
KT35rph,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,851.92
KU55txf,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1371.04
KU68mzh,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,113.14
KV25wph,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,628.52
KW24qlu,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1104.72
KW50usr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1144.72
KW75pbq,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,570.96
KX76vjg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1399.84
KY65uks,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,708.48
KY67fey,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,438.32
KZ11ris,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,368.65
KZ58idu,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,736.30
LA25ane,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,0.00
LB60ysz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2314.88
LB72ahr,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,762.97
LC70yhx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,23.76
LD59egj,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,294.64
LF90fxp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1687.20
LG88urn,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,808.29
LJ30yfh,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,371.20
LL45lfi,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,179.12
LM49bni,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,0.00
LN20cix,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$2000-2499,2137.04
LN42kvg,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,768.72
LQ77vzk,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,734.32
LR55ilf,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1176.08
LU28xkb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,902.32
LV09seq,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,814.48
LV67wax,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,475.12
LV70smd,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1036.32
LZ08ehk,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1471.44
MB35nns,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1665.28
MB59qoe,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,481.97
MC24gfl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,911.20
MC90bxa,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,193.26
MD05syn,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1500-1999,1768.88
MD36ygh,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1517.68
MD91ohx,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1050.48
ME19fcd,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,667.49
MG89wbc,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,496.48
MH27fgx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,283.13
MI62jqg,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,668.04
MJ12vlg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,175.92
MJ34soh,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,393.58
MJ47qkh,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,523.28
MJ97kiu,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,74.72
MK01flk,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,603.28
MK30ozo,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1123.60
ML27uop,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,450.00
ML66bfe,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,230.77
MM41saz,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,881.20
MM49rkg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1441.68
MN38war,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,214.76
MO02ekv,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,173.33
MO90hxi,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$2500+,2584.27
MP41ojy,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,421.68
MQ18vcw,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$1000-1499,1448.91
MR25evv,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,153.89
MR65yvg,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,143.60
MT04pla,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,857.92
MT23igg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1486.48
MU25xlf,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,888.72
MU27lyz,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,369.04
MU48fin,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,643.60
MV14esd,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,670.96
MW67pyk,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1168.64
MX86vpt,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,94.29
MY14war,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,594.32
MZ36nht,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1384.40
MZ40eal,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,222.40
NA57zpp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,881.20
NA88fdl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1311.04
NB64ykk,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,171.94
NC65edv,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,262.67
NC85mdw,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,629.84
ND32gbk,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,111.32
ND56fpa,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2181.04
ND98ahi,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,420.37
NE21xbm,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,949.36
NE92lnb,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,332.88
NG22hqg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,188.96
NG70ihu,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,198.37
NH61qco,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,140.93
NI21qvz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,749.84
NI55rqs,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,181.59
NI60rwd,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1020.96
NJ41sot,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,828.32
NK41gvq,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,213.49
NK88gsc,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1358.56
NM18tvc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,504.30
NM43hnz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2348.72
NM44ncz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,236.88
NM64imo,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,775.92
NP70wwr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,529.44
NP97jhi,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,546.42
NR27cvk,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,24.78
NR77ysv,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,318.71
NS89iei,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,224.32
NT48kkp,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,73.52
NT78txb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,954.48
NV00fof,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,547.68
NV06qgg,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,502.40
NW36hgw,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,166.47
NW56jyn,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1500-1999,1792.40
NX16lzq,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$2500+,2586.66
NZ06yse,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,381.36
NZ07zdb,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,62.96
NZ99skw,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,309.92
OA61pfy,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,302.24
OA62dfy,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,491.76
OC77ssj,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,818.40
OC93akl,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,477.52
OD24rtr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,679.60
OE43lmb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1212.48
OF16jlt,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,429.39
OF45qrh,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,557.36
OF97gvf,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,280.08
OG46ygq,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,793.55
OH79epr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1267.52
OI02hqc,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,494.64
OI95cpv,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,308.00
OK44fwp,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,314.77
OK55ghb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,625.20
OO98cdm,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,282.40
OQ47ugm,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,716.72
OQ74cum,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,282.56
OU24vgk,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,2764.48
OU45lvs,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,873.04
OU90uwi,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,149.82
OV19rai,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,620.28
OV78hcb,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2024.48
OW49wbl,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1048.40
OW99soz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,623.44
OY77xop,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,833.86
OZ08hii,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1407.04
OZ72gxs,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,527.20
OZ78ipz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1179.36
PA60qec,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1376.00
PB40paq,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1075.04
PB61hwx,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1085.28
PC34gcq,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,158.08
PC57fjt,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1102.16
PC91umr,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,662.32
PE08zdx,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,352.24
PE10lop,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,884.96
PE31igj,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,169.65
PE72ort,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1015.12
PF95yfn,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,466.88
PG46ljz,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,302.70
PH40uuc,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,329.44
PH97wqa,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,496.87
PI91knm,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,495.91
PL50grh,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,621.20
PL62dgj,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,440.58
PL66igh,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,840.96
PM33ont,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,639.36
PM47mhb,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1500-1999,1674.32
PM76hkt,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,45.87
PM86lxl,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,607.73
PN14pcy,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,561.28
PN16kkf,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,0.00
PN26wed,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,0.00
PO16crr,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,43.57
PO24tzr,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,403.60
PQ91eye,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,314.56
PQ99lna,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,937.12
PR15ivk,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1699.20
PR48hsz,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,917.36
PS01imc,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,647.39
PS30zaf,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,195.28
PS32wdj,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,231.15
PS59hhe,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,273.52
PS88auh,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,161.52
PT99gpo,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,917.36
PU15wab,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,951.60
PU20arh,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,277.92
PU35aub,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,0.00
PW94jrw,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1289.28
PX32alb,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,799.28
PX43qux,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,129.11
PY11ecm,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,520.64
PY68vnn,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$500-999,682.80
PY86psb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1500-1999,1847.54
PY89jex,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1448.80
PZ21xpq,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,653.36
QA38ckf,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1360.08
QA92qba,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1211.52
QB53qwc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$500-999,556.23
QB56ewa,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1500-1999,1507.12
QB57tgu,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,350.73
QB70rhc,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1256.48
QC80vsr,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,229.12
QD26zve,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,537.79
QD97cib,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,126.70
QF25yqn,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,369.68
QF27idl,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,433.44
QF34cfh,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,888.17
QG24ixg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,246.96
QG26squ,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1000-1499,1134.40
QG95osj,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,174.58
QI76jhw,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$1000-1499,1418.05
QK05mrh,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,519.75
QK58mke,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1007.40
QL72fsl,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,37.68
QM30lhb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$1500-1999,1645.66
QM66ycx,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2500+,5313.12
QN09osp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2351.20
QO42zcg,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,0.00
QP12ncx,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,954.24
QP31lem,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2065.12
QR14hom,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$2500+,2740.00
QT18pmw,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$1000-1499,1498.24
QT65cpq,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$1000-1499,1095.44
QV11hyj,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,286.05
QV72nsa,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,186.30
QV75epe,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,903.28
QX30jim,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,110.18
QY54pcp,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,495.12
QZ53kug,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,517.30
RA42tmb,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,562.12
RA45qix,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,696.24
RA54nnq,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$500-999,743.15
RB21wts,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,145.88
RB21ybp,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,102.17
RC18rtg,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,662.48
RC20hyu,ABE,Zimbabwe,Ruware,2022/23,gross_income_scatter_plot,$0-499,247.92
RC65ove,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$2000-2499,2090.16
RC70jpm,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,936.24
RC91ofc,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,924.80
RD15ijj,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$0-499,377.28
RD58jqp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,897.92
RE39ryc,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,483.78
RF66jxb,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,994.24
RG22csb,ABE,Malawi,Chikwawa,2022/23,gross_income_scatter_plot,$0-499,157.07
RG39akg,ABE,Malawi,Katowo,2022/23,gross_income_scatter_plot,$0-499,279.57
RH59tpj,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$0-499,257.12
RI22sbp,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,709.12
RI44upw,ABE,Zimbabwe,Zaka,2022/23,gross_income_scatter_plot,$500-999,554.32
RJ45jri,ABE,Zimbabwe,Birchenough,2022/23,gross_income_scatter_plot,$500-999,868.88
